teks,jenis
Kemuning di tengah balai \n Bertumbuh terus semakin tinggi \n Berunding dengan orang tak pandai \n Bagaikan alu pencungkil duri \n ,pantun
"Artis ngondek, \n senyumannya membius. \n Ga masalah pendek, \n yang penting kamu religius. \n ",pantun
"Ketika sorot mata teduh nan tajam 
 Membuat rona-rona di pipiku bermekaran bak bunga sakura 
 Ketika tawa yang menggema membuat seulas senyum mengembang 
 Sungguh aku bahagia hanya karna tentangmu.. 
  
 lalu jingga mulai mendominasi langit 
 Semilir angin kerinduan mulai merayap masuk 
 Membuatku tak mampu menghirup oksigen 
 sesak yang tak mampu membuatku berpaling 
  
 Menyadarkanku bahwa senjaku tak lagi sama 
 Tak lagi tentangmu 
 Tak lagi bersamamu 
 Dirimu hilang bersama 
 Mentari yang kembali pada peraduannya 
  
 ",puisi
"Terima Kasih Guru 
 Oleh Fyanca Zahira 
  
 Oh... Guru 
 Kaulah pengajar kami... 
 Kaulah pembimbing kami... 
 Dan Kaulah pendidik kami.. 
  
 Guru... 
 itulah julukanmu. . 
 Kau tak pernah bosan dalam mengajar dan membimbing kami... 
  
 Guru.. 
 kau bagaikan cahaya.. 
 cahaya yang menerangi jiwa kami... dari segala gelap dunia ini.. 
 kau bagaikan estetis embun.. yang menyejukkan hati kami.. 
  
 Guru.. 
 Tanpamu kami akan hancur.. 
 Tanpamu kami akan tersesat.. 
 dan Tanpamu kami tidak bisa membaca menulis dan berhitung.. 
  
 Guru.. 
 kau adalah pahlawan.. yang tidak mengharapkan balas jasa.. 
 semua kau lakukan dengan rasa ikhlas.. 
  
 Guru. . 
 Terima kasih kami ucapkan kepadamu.. 
 atas semua jasa jasa yang telah kau berikan selama kami belajar diskolah ini.. 
  
 Kami akan selalu mengingat jasa jasamu.. 
 oh guru guruku tercinta.. 
 WE ♥ U 
  
 ",puisi
"Adalah aku 
 Ikrar janji yang kau pahat pada tugu cinta 
 Yang kini tak lagi kau baca degan fasih 
 Bahkan sekedar melirik pun telah enggan 
  
 Adalah aku 
 Sumpah setia yang teringkari 
 Setelah musim berganti 
  
 Adalah aku 
 Prasasti hati yang usang tertimbun ilalang... 
 Tak lah untuk di kenang 
  
 Padaku 
 Adalah mati 
 Dan padamu 
 Adalah tak perduli 
  
 ",puisi
"Sadarlah sayangku dari gelap malammu 
 Aku mencintaimu begitupun juga dirimu 
 Bangunlah kekasih dari tidur panjangmu 
 Aku merindukanmu kuingin kau seperti dulu 
 Dengarkan nyanyian laguku 
 Untuk dirimu pemilik hatiku 
 Pemberi keindahan yang abadi 
 Dihudupku yang sementara 
 Kumohon jangan pernah pergi 
 Meninggalkan aku untuk selamanya 
 Tuhan berikan dia hidup 
 Karena dia slalu ada untuk diriku 
 Aku akan putus asa 
 Bila kau ambilnya dariku 
 Aku akan slalu setia pada dirinya 
 Jika kau kembalikan dia untukku 
 Dengarkan jeritan hatiku 
 Yang tak rela kau pergi 
 Ku ingin kau slalu ada 
 Di sampingku sampai akhir 
  
 ",puisi
Beli nasi di warung pak ketut \n Sungguh enak rasa masakannya \n Maksud hati ingin kentut \n Apalah daya keluar isinya \n ,pantun
"Burung terbang menggunakan sayap \n Terbang tinggi tak ada yang melampaui \n Guru, jangan pernah lelah dan lelap \n Didik kami hingga menjadi orang besar nanti \n ",pantun
"Ibu... 
 Wanita kebanggaanku 
 Bunga dalam hidupku 
 Mentari dalam jiwaku 
  
 Ibu... 
 Wanita yang bertaruh sekalipun dengan nyawa 
 Agar aku dapat melihat dunia ini 
 Ia selalu menghiasi hidupku dengan kasih sayang 
 Ia selalu melengkapiku dengan senyuman indah 
 Bahkan Ia pun mengharumkan seluruh hidupku yang penuh bau ... 
 Bau akan kata-kata ku yang kasar 
 Bau akan kelakuan burukku 
 Dan bau akan sikapku yang telah mengundang air matanya 
 Ia mengharumkan semua itu dengan hati yang sabar, hati yang lembut, dan hati yang dipenuhi sinar ketulusan... 
  
 Ia rela berkekurangan 
 Asalkan hidupku berkecukupan 
 Ia pun rela diterkam penderitaan 
 Asalkan hidupku jauh dari sayatan kepahitan hidup 
 Tak pernah Ia bosan mencurahkan berjuta nasehat 
 Dari Ibuaku belajar mencintai kesederhanaan 
 Dari Ibu aku juga belajar agar menjadi wanita hebat 
  
 Ibu... 
 Kasih sayangmu akan selalu menyelimutiku 
 Nasehatmu akan selalu menjadi penyejukku 
 Terimakasih Ibu... 
 Bawa aku selalu dalam doa tulusmu... 
 Aku mencintaimu, Ibu ... 
  
 ",puisi
Ada so’imah \n Megang kayu \n Terus masalah \n buat you? \n ,pantun
"ku tel***angi hati yang nista ini 
 belenggu yang sangat kuat 
 mengikat erat, 
  
 ku coba tuk melepas belenggu itu, 
 tapi tiadalah suatu daya bagi ku 
 aq hanyalah jiwa yang lemah 
  
 aq ingin kembali, 
 tapi dari mana tempat ku berasal 
 terkadang tiada juga aku mengerti 
  
 Air Mata, 
 kenapa harus menetes? 
 apakah ada kesedihan? 
 dibalik manis senyum ini? 
  
 aku tak perlu menangis, 
 aku tak perlu bersedih, 
 karena, 
 aku dicipta bukan tuk menangis 
 ataupun bersedih 
 tetapi, 
 untuk ditempa, 
 pande dunia yang keras 
  
 disini aku bicara, 
 dengan hati tel***ang, 
 telah ku lepas semua, 
 hingga tiada sisa jerat 
  
 kan kusimpan Rinduku, 
 hingga menjadi samudra, 
 agar tak usai mimpi panjang ini 
 entah sampai kapan ku temukan tepi 
 ku kotori lagi lembar putih itu 
 dengan coretan SyaiR BerdaraH 
  
 entah berapa lama aku kan bertahan 
 bukan soal tuk dibicarakan, 
 tetapi, 
 tetesan Air Mata itu 
 tiada berhenti. 
  
 walau lelah, 
 jangan kau bosan tuk menyeka 
  
 ku panggil jiwa ku kembali 
 menyatu dan mengukir mimpi 
 karna selama ini 
 aku rasa hidup tanpa jiwa, 
 bagai binatang dalam rimba 
  
 gini pikiran ku kedodoran 
 dipermainkan rimbanya nafsu 
 bhatin ku capek, 
 melihat pertarunga nafsu 
  
 sejenak jangan kau pergi 
 temanilah aku disini 
 mengurai mimpi yang tiada pasti 
 menapaki jalan yang terjal mendaki 
  
 jadilah kamu senyum mentariku 
 jadilah kamu gemerlip Bintangku 
 dan 
 jadilah kamu purnama 
 dalam gelap malamku 
  
 agar tak usai mimpi panjang ini 
  
 ""Air Mata......"" 
  
 ",puisi
Koar-koar masalah tunjangan \n Sampai-sampai semua tidak sabar \n Coba lihat masalah lingkungan \n Yang rusak karena tercemar \n ,pantun
"ANTARA INDAH & PERIH 
 Oleh Khefiendt 
  
 Kutatap lagi mawar merah itu, 
 Nampak merekah nan semerbak aromanya, 
 Sedekali iya menari bersama desik angin yg berhembus, 
 Hati siapa tak terpanah tatkala menatapnya,,, 
  
 Diantara semak-semak belukar, 
 Ia tersenyum di balik kelopaknya,,,, 
  
 Oh mawar merah,,,, 
 Sungguhpun ingin q memetikmu, 
 Menikmati aroma & indahmu, 
 Namun kusadar kau adalah mawar merah,,, 
  
 Mawar yang indah namun berduri, 
 Bukan tak berani raga mendekapmu, 
 Bukan pula lidah keluh bercakap denganmu, 
 Tapi hati telah letih menahan perih,,, 
  
 ",puisi
Pokok pinang ditanam rapat \n Puyuh kini berlari-lari \n Samalah kita menjunjung adat \n Tunggak budaya semai dihati \n ,pantun
"Aku tulis sajak ini di bulan gelap raja-raja. 
 Bangkai-bangkai tergeletak lengket di aspal jalan. 
 Amarah merajalela tanpa alamat. 
 Ketakutan muncul dari sampah kehidupan. 
 Pikiran kusut membentuk simpul-simpul sejarah. 
 O, jaman edan ! 
 O, malam kelam pikiran insan ! 
 Koyak-moyak sudah keteduhan tenda kepercayaan. 
 Kitab undang-undang tergeletak di selokan 
 Kepastian hidup terhuyung-huyung dalam comberan. 
 O, tatawarna fatamorgana kekuasaan ! 
 O, sihir berkilauan dari mahkota raja-raja ! 
 Dari sejak jaman Ibrahim dan Musa 
 Allah selalu mengingatkan 
 bahwa hukum harus lebih tinggi 
 dari keinginan para politisi, raja-raja, dan tentara. 
 O, kebingungan yang muncul dari kabut ketakutan ! 
 O, rasa putus asa yang terbentur sangkur ! 
 Berhentilah mencari ratu adil ! 
 Ratu adil itu tidak ada. Ratu adil itu tipu daya ! 
 Apa yang harus kita tegakkan bersama 
 adalah Hukum Adil. 
 Hukum Adil adalah bintang pedoman di dalam prahara. 
 Bau anyir darah yag kini memenuhi udara 
 menjadi saksi yang akan berkata : 
 Apabila pemerintah sudah menjarah Daulat Rakyat, 
 apabila cukong-cukong sudah menjarah ekonomi bangsa, 
 apabila aparat keamanan sudah menjarah keamanan, 
 maka rakyat yang tertekan akan mencontoh penguasa, 
 lalu menjadi penjarah di pasar dan jalan raya. 
 Wahai, penguasa dunia yang fana ! 
 Wahai, jiwa yang tertenung sihir tahta ! 
 Apakah masih buta dan tuli di dalam hati ? 
 Apakah masih akan menipu diri sendiri ? 
 Apabila saran akal sehat kamu remehkan 
 berarti pintu untuk pikiran-pikiran gelap 
 yang akan muncul dari sudut-sudut gelap 
 telah kamu bukakan ! 
 Cadar kabut duka cita menutup wajah Ibu Pertiwi 
 Airmata mengalir dari sajakku ini. 
  
 Catatan : 
 Sajak ini dibuat di Jakarta pada 17 Mei 1998 dan dibacakan Rendra di DPR 
 (Kemarin Bengkel Teater mengirimkan dua sajak ke Jawa Pos) 
  
 ",puisi
Single bukanlah takdir; \n tapi tangga menuju kedewasaan. \n bukalah cinta dari semua tabir; \n biar hidupmu dalam lingkup kebahagiaan. \n ,pantun
Jalan-jalan ke gunung salak \n Jangan lupa membeli kemiri \n Kalau bumi kita rusak \n Pasti kita yang akan merugi \n ,pantun
"Tertulislah sebuah kesedihan 
 Seorang gadis bernama Tina 
 Sedang tertidur di bayangan daun 
 Dipejamkan matanya dengan debu-debu 
 Dengan menunggu badai yang terbakar""Datangkan api-api itu kepada diriku!""Teriakan Tina dari alkisah mimpi 
 Meratap dan menangis 
 Dengan luka yang bergetah 
 Berlumuran air-air dari matanya 
 Ia berharap 
 Ia datang ke rumahnya dengan bahagia 
 Sambil mengetuk pintu kecilnya itu 
 Ia dapat mencium telapak ibunya 
 Rambutnya diremas halus oleh ayahnya 
 Tapi apa kadar suatu rumah 
 Sang api bertemu surganya 
 Sedangkan ia melihat dengan rasa yang pahit 
 Dibawah langit yang berabu""Ayahanda, aku rindu padamu,""""Aku ingin mencium telapakmu, ibu,""""Aku ingin dipeluk oleh kalian,""""Setelah sekolah tadi aku membawa piala,""""Aku, telah menang dari yang kalah,""""Melihat kesedihan yang tak bisa diucap,""""Aku rindu, aku rindu,""""Layaknya aku pergi berjualan kue,""""Aku rindu sajak-sajakmu""""Ibu, aku suka masakanmu,""""Ayah, maaf aku belum bisa memetik daun,""""Daun yang seperti emas,""""Aku mungkin menepuk dahiku,""""Betapa buruknya aku tak menjagamu,""""Aku rindu, aku rindu,""""Aku sendiri di sebuah tebing,""""Sambil menangis seperti taring,""""Pulangkan mereka dan peluklah mereka, Tuhan,""""Aku akan terbangun nanti,""""Aku janji akan nasihatmu,""""Aku sayang kalian, sungguh!"" 
  
 ",puisi
Ikan belanak hilir berenang \n Burung dara membuat sarang \n Makan tak enak tidur tak tenang \n Hanya teringat dinda seorang \n ,pantun
"Berhala Berhalusinasi 
 Oleh Uday Udayani 
  
 Mau bilang apa 
 Kata-kata sudah terbakar 
  
 Habis 
  
 Hanya lamunan dan bayangan 
 Celakanya justru melumpuhkan 
 Menerbangkan perasaan 
 Terpojok di bentang kesempitan 
  
 Bau ini menemani 
 Hasratnya menguasai 
 Seolah tak mengenal Tuhan 
  
 Lalu tertidur lama 
 Lebih lama dari harapan 
 Kematian 
  
 Berkali-kali 
 Menarik untuk mengakhiri 
 Berhalusinasi 
 Mencekik nadi 
  
 Rasanya ingin membantingkan rusuk 
 Dan mencabik-cabiknya setelah tertusuk 
  
 ",puisi
"Setitik embun menghiasi di pagi harisetitik cinta pun menenangkan hati inisetetes tinta dalam pena tertulis di atas kertassetetes luka pun masih ada dan membekas 
 Hari hariku selalu di selimuti rindurindu akan manisnya canda tawamudalam mimpiku selalu ada bayanganmubayang yang tak pernah jemu melihat wajahmu 
 Kurangkai kata indah untuk buatmu tauseperti indahnya sayap kupu kupuhati ini selalu terpaku dan maluuntuk mengungkapkapkan isi di hatiku 
  
 ",puisi
Melihat berita yang sedang tayang \n Beritanya tentang sebuah penelitian  \n Cinta bukanlah sekedar kasih sayang \n Melainkan sejauh mana sebuah kesetiaan \n ,pantun
"Cinta,,, 
 Datang tepat menghujam 
 Dan di jalanan aku mengutip asa penuh derita 
 Bersuka ria dengan tawa 
 Lalu dibawa daun kering gugur tak bernyawa 
 Menghapus angan 
 Menghapus khayalan 
 Aku kembali kehausan 
  
 No Urut: 12802 
 Tanggal: 23/09/2017 2:07:44 
  
 ",puisi
Orang dahulu hidup di goa \n Biawak hidup di dalam rawa \n Ikuti perintah orang tua \n Tiap solat tak lupa berdoa \n ,pantun
"Bisa apa aku dengan cinta, 
 Yang kau tinggalkan ini ? 
 Benar-benar tak ku sangka 
  
 Ini akan berakhir tragis 
 Menyisakan banyak luka 
 Tinggalkan banyak duka 
  
 Seakan-akan 
 Aku hanya dermaga 
 Persinggahan hatimu sesaat 
  
 Sebagai penghibur saat kau layu 
 Kala engkau ingin secepatnya 
 Menghapus masa lalumu 
  
 Aku begitu tulus mencintaimu 
 Telah ku lakukan ini semuanya 
 Demi engkau, agar selalu bahagia 
  
 Lantaran hatiku punya maksud, 
 Aku ingin menunjukkan padamu 
 Bila engkau tak salah memilihku 
  
 Hati tetaplah hati 
 Tak mungkin ku tahu 
 Seluruh perkataan hatimu 
  
 Bila dari awal 
 Ku tahu maksudmu,.. 
 Aku tak ingin mengenalmu 
  
 Biar ku simpan kenangan ini 
 Sebagai bingkai kekuatan hati 
 Dan pembangkit bait-bait puisi 
  
 Takkan pernah ku menghapusnya 
 Walau sering kali, sakit menyiksa 
 Atas pemberianmu yang berharga 
  
 Benci, telah ku buang jauh-jauh 
 Bagaimanapun, aku tak mampu 
 Membecimu dengan kekecewaan 
  
 Sebab, aku tahu apa itu '' Cinta '' 
 Aku mengerti tentang '' Rindu '' 
 Tak pantas ku tanam bersama '' Dendam '' 
  
 Tidakkah engkau tahu ? 
 Pembalasanku ini lebih agung, 
 Daripada perlakuanmu padaku ? 
  
 Yah ! 
 Engkaulah wanita mulia, 
 Mantan Terindah dari yang terbaik 
  
 Aku memberi cinta 
 Sepenuh hati dan jiwa 
 Engkau malah mengabaikannya 
  
 Engkau memberiku banyak rasa 
 Di tengah kehidupan yang hampa 
 Menjawab lirih, cintaku yang maha ; 
  
 ''Selamat tinggal, laki-laki bodoh.'' 
  
 ",puisi
"Kulihat kau bersama dirinya 
 Tapi ada satu yang mengganggu 
 Apakah kau masih membenciku 
 Teringat pada masa lalu 
 Antara kau dan aku 
 Namun ku tak berharap sekalipun itu 
 Hanya kata yang terlintas dipikiranku 
 Masih saja kau seperti dahulu 
 Dendam padaku 
 jauhi diriku 
 Rasa yang kian terluka 
 Mengharapkan kau jadi teman 
 Tapi kau tak pernah memilih 
 Dan masih setia pada angkuhmu 
 Dan haruskah kita berhenti 
 Lelah tuk aku selalu jalani 
 Permusuhan yang tiada berhenti 
 Jadilah orang yang pemaaf 
 Kau masih sama seperti dahulu 
 Selalu bertahan tak mau mendengarku 
 Andai saja bintang malam mampu 
 Merubah angkuhmu menjadi rendah hati 
 Tak perlu ku berharap lagi 
 Hanya satu yang aku ingini 
 Ku berharap didalam hatimu kini 
 Tinggalkan semua luka disini 
 Dan tak juga kau harus berpikir 
 Aku kan mati tanpamu 
 Sungguh kau hanya berkata 
 Sepertinya kau belum merasa sepi 
 Lihatlah kepada dirimu 
 Lihatlah yang disekelilingmu 
 Mereka membutuhkanmu 
 Namun ku takkan butuhkanmu 
 Yang ku mau hanya satu 
 Kau hanya perlu lupakan masa lalu 
 Agar kita bisa berteman lagi 
 Walau hanya kita yang rasa 
 Kuharap bisa meski tak mudah…. 
  
 ",puisi
"Cinta entah mengapa aku begitu mencintai dia... 
 tak sanggup diri ini jika haruz kehilangan dia dan cintanya.. 
 cinta tolong beritahukan aku jika dia mulai menjauh dari ku agar aku bisa menariknya kembali... 
 cinta 
 peringatkan aku jika dia mulai merasa jenuh dengan ku,, agar aku bisa 
 membuat dia terrus tertawa dan tersenyum bahagia saat berama ku... 
 Cinta tolong sampaikan padanya,, bahwa aku takan sanggup hidup tanpa dia.. 
 cinta tolong beritahu dia,, bahwa hanya dia seorang yg aku cintai dan aku sayangi.. 
 cinta tolong beritahu dia,, kalau dia pinta aku tuk menunggu aku akan menunggu.. 
 bahkan jika dia pinta aku tuk menunggu seumur hidup ku,, aku akan tetap menunggu,.... 
 Cinta sampaikan padanyaaku mensintai dia seumur hidup ku.. 
 hingga akhir hayat ku... 
 sampai nyawa ini terlepas dari raganya 
 Cinta sampaaikan juga padanya selama aku masih bernafas selama itu juga aku mencintainya.... 
  
 ",puisi
Meler-meler ingus keteter \n Sampai sakit di kepala \n Hati-hati sering teler \n Bikin kamu meninggal dunia \n ,pantun
"Kau raja 
 Raja kau 
 Memiliki alunan lembut 
 Mengalir sungai menghantam tepian 
 Kau gerbang 
 Gerbang kau 
 Hijau bersih berkilau 
 Seperti taman surga di 
 Kota Raja 
 Kau gerbang raja 
 Gerbang raja kau 
 Kota Tenggarong 
 Beriak seperti air jernih 
 Tembus pandang 
 Kau Tenggarong 
 Tenggarong kau 
 Adalah Gerbang raja 
 Tenggarong, 16 November 2014 
  
 ",puisi
"Tanggal lima belas tahun rembulan. 
 Wajah molek bersolek di angkasa. 
 Kemarau dingin jalan berdebu. 
 Ular yang lewat dipagut naga. 
 Burung tekukur terpisah dari sarangnya. 
 Kepada rekannya berkatalah suami itu : 
 “Semuanya akan beres. Pasti beres. 
 Mengeluhkan keadaan tak ada gunanya. 
 Kesukaran selalu ada. 
 Itulah namanya kehidupan. 
 Apa yang kita punya sudah lumayan. 
 Asal keluarga sudah terjaga, 
 rumah dan mobil juga ada, 
 apa palgi yang diruwetkan ? 
 Anak-anak dengan tertib aku sekolahkan. 
 Yang putri di SLA, yang putra mahasiswa. 
 Di rumah ada TV, anggrek, 
 air conditioning, dan juga agama. 
 Inilah kesejahteraan yang harus dibina. 
 Kita mesti santai. 
 Hanya orang edan sengaja mencari kesukaran. 
 Memprotes keadaaan, tidak membawa perubahan. 
 Salah-salah malah hilang jabatan.” 
 .................... 
  
 Tanggal lima belas tahun rembulan 
 Angin kemarau tergantung di blimbing berkembang. 
 Malam disambut suara halus dalam rumputan. 
 Anjing menjenguk keranjang sampah. 
 Kucing berjalan di bubungan atap. 
 Dan ketonggeng menunggu di bawah batu. 
  
 Isri itu duduk di muka kaca dan berkata : 
 “Hari-hari mengalir seperti sungai arak. 
 Udara penuh asap candu. 
 Tak ada yang jelas di dalam kehidupan. 
 Peristiwa melayang-layang bagaikan bayangan. 
 Tak ada yang bisa diambil pegangan. 
 Suamiku asyik dengan mobilnya 
 padahal hidupnya penuh utang. 
 Semakin kaya semakin banyak pula utangnya. 
 Uang sekolah anak-anak selalu lambat dibayar. 
 Ya, Tuhan, apa yang terjadi pada anak-anakku. 
 Apakah jaminan pendidikannya ? 
 Ah, Suamiku ! 
 Dahulu ketika remaja hidupnya sederhana, 
 pikirannya jelas pula. 
 Tetapi kini serba tidak kebenaran. 
 Setiap barang membuatnya berengsek. 
 Padahal harganya mahal semua. 
 TV Selalu dibongkar. 
 Gambar yang sudah jelas juga masih dibenar-benarkan. 
 Akhirnya tertidur……. 
 Sementara TV-nya membuat kegaduhan. 
 Tak ada lagi yang bisa menghiburnya. 
 Gampang marah soal mobil 
 Gampang pula kambuh bludreknya 
 Makanan dengan cermat dijaga 
 malahan kena sakit gula. 
 Akulah yang selalu kena luapan. 
 Ia marah karena tak berdaya. 
 Ia menyembunyikan kegagalam. 
 Ia hanyut di dalam kemajuan zaman. 
 Tidak gagah. Tidak berdaya melawannya !” 
 ...................................... 
  
 Tanggal lima belas tahun rembulan. 
 Tujuh unggas tidur di pohon nangka 
 Sedang di tanah ular mencari mangsa. 
 Berdesir-desir bunyi kali dikejauhan. 
 Di tebing yang landai tidurlah buaya. 
 Di antara batu-batu dua ketam bersenggama. 
  
 Sang Putri yang di SLA, berkata : 
 “Kawinilah aku. Buat aku mengandung. 
 Bawalah aku pergi. Jadikanlah aku babu. 
 Aku membenci duniaku ini. 
 Semuanya serba salah, setiap orang gampang marah. 
 Ayah gampang marah lantaran mobil dan TV 
 Ibu gampang marah lantaran tak berani marah kepada ayah. 
 Suasana tegang di dalam rumah 
 meskipun rapi perabotannya. 
 Aku yakin keluargaku mencintaiku. 
 Tetapi semuanya ini untuk apa ? 
 Untuk apa hidup keluargaku ini ? 
 Apakah ayah hidup untuk mobil dan TV ? 
 Apakah ibu hidup karena tak punya pilihan ? 
 Dan aku ? Apa jadinya aku nanti ? 
 Tiga belas tahun aku belajar di sekolah. 
 Tetapi belum juga mampu berdiri sendiri. 
 Untuk apakah kehidupan kami ini ? 
 Untuk makan ? Untuk baca komik ? 
 Untuk apa ? 
 Akhirnya mendorong untuk tidak berbuat apa-apa ! 
 Kemacetan mencengkeram hidup kami. 
 Kakasihku, temanilah aku merampok Bank. 
 Pujaanku, suntikkan morpin ini ke urat darah di tetekku “ 
 .................................... 
  
 Tanggal lima belas tahun rembulan. 
 Atap-atap rumah nampak jelas bentuknya 
 di bawah cahaya bulan. 
 Sumur yang sunyi menonjol di bawah dahan. 
 Akar bambu bercahaya pospor. 
 Keleawar terbang menyambar-nyambar. 
 Seekor kadal menangkap belalang. 
 Sang Putra, yang mahasiswa, menulis surat dimejanya : 
 “ Ayah dan ibu yang terhormat, 
 aku pergi meninggalkan rumah ini. 
 Cinta kasih cukup aku dapatkan. 
 Tetapi aku menolak cara hidup ayah dan ibu. 
 Ya, aku menolak untuk mendewakan harta. 
 Aku menolak untuk mengejar kemewahan, 
 tetapi kehilangan kesejahteraan. 
 Bahkan kemewahan yang ayah punya 
 tidak juga berarti kemakmuran. 
 Ayah berkata : “santai, santai ! “ 
 tetapi sebenarnya ayah hanyut 
 dibawa arus jorok keadaan 
 Ayah hanya punya kelas, 
 tetapi tidak punya kehormatan. 
 Kenapa ayah berhak mendapatkan kemewahan yang sekarang ayah miliki ini? 
 Hasil dari bekerja ? Bekerja apa ? 
 Apakh produksi dan jasa seorang birokrat yang korupsi ? 
 Seorang petani lebih produktip daripada ayah. 
 Seorang buruh lebih punya jasa yang nyata. 
 Ayah hanya bisa membuat peraturan. 
 Ayah hanya bisa tunduk pada atasan. 
 Ayah hanya bisa mendukung peraturan yang memisahkan rakyat dari penguasa. 
 Ayah tidak produktip melainkan destruktip. 
 Namun toh ayah mendapat gaji besar ! 
 Apakah ayah pernah memprotes ketidakadilan ? 
 tidak pernah, bukan ? 
 Terlalu beresiko, bukan ? 
 Apakah aku harus mencontoh ayah ? 
 Sikap hidup ayah adalah pendidikan buruk bagi jiwaku. 
 Ayah dan ibu, selamat tinggal. 
 Daya hidupku menolak untuk tidak berdaya. “ 
  
 Yogya, 10 Juli 1975. 
 Potret Pembangunan dalam Puisi 
  
 ",puisi
"Kupandang terus wajahnya 
 Yang bersinar bak rembulan 
 Kunikmati senyum manisnya 
 Yang merekah bak senyum monalisa 
 Ku hanya bisa terpana 
 Tanpa bisa berkata - kata 
 Tak jemu ku meliriknya 
 Sesekali dia balas tatapan 
 Membuatku kegirangan 
 Pemandangan ini tak sedikitpun kulewatkan 
 Demi puaskan perasaan 
 Aku tidak pernah tahu 
 Mengapa dia tampak anggun didepanku 
 Aku hanya tersipu malusaat dia menatap wajahku 
 Hasrat dalam diri ini mengatakan 
 Dia wanita rupawan 
 Elok paras bibir merona 
 Hiasi wajah cantiknya 
 Harapan dalam hati 
 Serasa ingin memiliki 
 Namun ku tahu pasti 
 Keinginanku hanyalah sebatas mimpi 
  
 ",puisi
"Ku taruh lentera hatiku di lorong hatimu 
 ku berharap agar kau tak kehilangan arah 
 ada yang akan kau tujuh bersama hidupku 
 ku berharap kita akan berjalan beriringan 
 menyusuri tiap helaian hari 
  
 Ku ingin berkata padamu... 
 ""kuatlah"" di saat kau lemah 
 karna aku ada untukmu 
 ku ingin menyeka tiap air mata di pipimu 
 karna aku ada ""menghiburmu"" 
  
 Tapi..... 
 ternyata itu cuma inginku 
 bukan inginmu 
 aku terpaku ketika aku ini bukan apa-apa untukmu 
  
 Maafkan aku...... 
 aku salah dengan hatiku 
  
 ",puisi
"Dia melambai si pohon nyiur 
 Bagai tetes air madu 
 Bagaimana aku tak tergiur 
 Sapa manismu sungguh syahdu, 
 Bila harus ku minum satu persatu 
 Menghitung rindu antara malam 
 Kenapa tak bisa ku lepas untaian senyum itu 
 Apa harus ku teguk diam-diam 
 Pagi-pagi jalan lenggang 
 Tempat lagu bersapa lirik 
 Bagaimana diri tak sayang 
 Kurayu selalu kau cantik 
 Bila memang cinta itu setia 
 Takan teragukan dia datang 
 Siapa bilang jiwa tak bahagia 
 Kau kekasih paling ku sayang 
 Kulihat malam sudah pagi 
 Hati jatuh di angan-angan 
 Peluklah tubuh ini 
 Sebab Aku takut kehilangan 
  
 ",puisi
"Ada orang Maluku di jitak, \n dijitak sama orang Ba...tak, \n selama jantungku masih berdetak, \n cintaku tak akan luluh lantak. \n ",pantun
"Kita sampai pada malam 
 Katamu itu kelam 
 Nyanyian ombak kau pekikan 
 Genting-genting rumah berdesakan 
 Ketika senja jatuh di pangkuan lautan 
 Kau menerka-nerka kegelisahan 
 Kita sampa pada malam 
 Hujan katamu diam 
 Namun ancammu lesu 
 Deras airnya menelusuri lesung pipi indahmu 
 Lalu jatuh tak tertahakan 
 Basahi bibir yang tak lagi berisi senyuman 
 Kita sampai pada malam 
 Tapi kau tak beranjak juga 
 Katamu nyaman meski tenggelam 
 Katamu indah walau kelam 
 Kita sampai pada malam 
 Yang juga sama seperti lalu 
 Kau masih setia menunggu 
 padahal senja cuma khiasan semu 
 ""mungkin kau butuh secangkir kopi"", kataku 
  
 Tanamon, 26 September 2017 
  
 ",puisi
"Kalau tuan bawa keladi, \n Bawa juga sipucuk rebung, \n Kalau tuan bijak bestari, \n Apa binatang tanduk di hidung? \n (Jawabannya: Badak) \n ",pantun
Buah budi bedara mengkal \n Masak sebiji di pinggir pantai \n Hilang budi bicara akal \n Buah apa yang tidak bertangkai? \n (Jawabannya: Buah hati) \n ,pantun
"Ketika... 
 Takdir telah dibuktikan... 
 Saat aku berjumpa denganmu terasa berbeda... 
 Tak pernah aku rasa sebelumnya... 
 Dan inilah yang pertama kalinya... 
  
 Awalnya aku memang tak menyadarinya... 
 Kalau hatiku telah tertambat di hatimu... 
 Seiring dengan berjalannya waktu... 
 Semua terasa sempurna.... 
  
 Mimpiku... 
 Mimpi yang paling indah... 
 Yaitu... 
 Memilikimu... 
 Menjagamu... 
 Dan berada di sampingmu... 
 Mimpiku akan menjadi sempurna... 
 Jika menjalani hidup denganmu... 
  
 Akan aku berikan hati ini untukmu.. 
 Dan akan aku pastikan raga ini milikmu... 
 Hanya milikmu selamanya... 
 Tak terikat oleh waktu.. 
  
 ",puisi
Para petani menanam padi \n Padi disemai benihpun jadi \n Sehat sejati tak hanya jasmani \n Tapi jiwa hati nurani \n ,pantun
